"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:SampleAndWrite.SamplingEnable:BooleanRising:"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1619216257674106414"
"StartRawTime","1619216257674106414"
"Index","Date","ClockTime","RawTime","TraceSampID","gActualForce[1]:LREAL","gActualForce[2]:LREAL","gActualForce[3]:LREAL","gActualForce[4]:LREAL","gActualForce[5]:LREAL","gActualForce[6]:LREAL","gActualLaserPosition:LREAL"
"3146","2021-04-23","22:17:37.67","1619216257674106414","","-1.7437642001842368","0","-0.90827442827441374","0","0.026598477929984835","-0.0040117539026631732","82.897000000000006"
"3147","2021-04-23","22:17:37.67","1619216257675107396","","-1.6096284924777535","0.2672048929663724","-0.97315117315115884","-0.0053596687624599682","0.026598477929984835","-0.01069801040710068","88.888000000000005"
"3148","2021-04-23","22:17:37.67","1619216257676106288","","-1.8108320540374789","0.2672048929663724","-1.2975348975348453","-0.0040197515718449761","0.025268554033485546","0","88.890000000000001"
"3149","2021-04-23","22:17:37.67","1619216257677106796","","-1.4084249309180272","0.2004036697247793","-1.0380279180279075","0","0.025268554033485546","-0.0026745026017754442","88.881"
"3150","2021-04-23","22:17:37.67","1619216257678106271","","-1.5425606386245114","0.66801223241593188","-0.97315117315115884","-0.0026798343812299841","0.022608706240486956","-0.012035261707988396","88.885999999999996"
"3151","2021-04-23","22:17:37.67","1619216257679106580","","-1.7437642001842368","0.3340061162079655","-1.1029046629046562","-0.0053596687624599682","0.026598477929984835","-0.0093607591062129514","88.888999999999996"
"3152","2021-04-23","22:17:37.68","1619216257680107430","","-1.5425606386245114","0.4676085626911517","-1.0380279180279075","-0.0040197515718449761","0.022608706240486956","-0.0040117539026631732","88.882000000000005"
"3153","2021-04-23","22:17:37.68","1619216257681106269","","-1.7437642001842368","0.3340061162079655","-0.97315117315115884","-0.001339917190614992","0.022608706240486956","-0.0093607591062129514","88.884"
"3154","2021-04-23","22:17:37.68","1619216257682106371","","-1.6096284924777535","0.5344097859327448","-1.0380279180279075","-0.00803950314368998","0.030588249619482741","0","88.882000000000005"
"3155","2021-04-23","22:17:37.68","1619216257683106272","","-1.7437642001842368","0.2004036697247793","-1.0380279180279075","-0.001339917190614992","0.026598477929984835","-0.0080235078053252362","88.885000000000005"
