"TraceType","Single"
"TriggerType",""
"SamplePeriod","0:0:1:0:0"
"SampleRate","1"
"ExternalFileStorage","False"
"MaxSamplesPerFile","4500"
"MaxDataSetSize","100"
"TargetDirectory","C:\OMRON\Data\DataTrace\"
"FilePrefix",""

"SampleTimingType","cyclic"
"TaskName","BaseControl"
"SamplingInterval","1"
"Triggers","True:SampleAndWrite.SamplingEnable:BooleanRising:"
"PostTriggerDataRatio","100"
"StartOnRun","False"
"EnableRealTimeDisplay","False"
"BehaviorWhenMax","Stop"

"TriggerRecordTime","1619210564879949075"
"StartRawTime","1619210564879949075"
"Index","Date","ClockTime","RawTime","TraceSampID","gActualForce[1]:LREAL","gActualForce[2]:LREAL","gActualForce[3]:LREAL","gActualForce[4]:LREAL","gActualForce[5]:LREAL","gActualForce[6]:LREAL","gActualLaserPosition:LREAL"
"8289","2021-04-23","20:42:44.88","1619210564879949075","","-0.73774639238566131","0.3340061162079655","-0.71364419364416776","-0.0040197515718449761","0.030588249619482741","-0.0040117539026631732","73.659999999999997"
"8290","2021-04-23","20:42:44.88","1619210564880949018","","-1.0060178077986297","0.1336024464831862","-0.51901395901392533","0.0026798343812288739","0.026598477929984835","-0.0026745026017754442","77.887"
"8291","2021-04-23","20:42:44.88","1619210564881949237","","-0.87188210009214551","0.60121100917433878","-0.71364419364416776","0.0013399171906138818","0.025268554033485546","-0.0026745026017754442","77.888000000000005"
"8292","2021-04-23","20:42:44.88","1619210564882949028","","-0.93894995394538761","0.5344097859327448","-0.71364419364416776","-0.0053596687624599682","0.030588249619482741","0","77.885999999999996"
"8293","2021-04-23","20:42:44.88","1619210564883949237","","-1.0730856616518718","0.2004036697247793","-0.51901395901392533","-0.001339917190614992","0.025268554033485546","0","77.888000000000005"
"8294","2021-04-23","20:42:44.88","1619210564884948971","","-0.93894995394538761","0.3340061162079655","-0.58389070389067399","0.0013399171906138818","0.029258325722983439","-0.0066862565044386174","77.885999999999996"
"8295","2021-04-23","20:42:44.88","1619210564885949059","","-1.0060178077986297","0.3340061162079655","-0.51901395901392533","0","0.029258325722983439","-0.0093607591062129514","77.887"
"8296","2021-04-23","20:42:44.88","1619210564886948730","","-1.0060178077986297","0.2672048929663724","-0.84339768339766508","0.0013399171906138818","0.027928401826484137","-0.0026745026017754442","77.888000000000005"
"8297","2021-04-23","20:42:44.88","1619210564887948934","","-1.1401535155050588","0.3340061162079655","-0.90827442827441374","-0.0040197515718449761","0.027928401826484137","-0.0066862565044386174","77.887"
"8298","2021-04-23","20:42:44.88","1619210564888949195","","-1.0730856616518718","0.4008073394495586","-0.64876744876742265","0.0013399171906138818","0.025268554033485546","-0.0040117539026631732","77.885000000000005"
"8299","2021-04-23","20:42:44.89","1619210564889948975","","-1.2072213693583009","0.4676085626911517","-0.90827442827441374","-0.0040197515718449761","0.026598477929984835","-0.001337251300887729","77.890000000000001"
"8300","2021-04-23","20:42:44.89","1619210564890948914","","-1.2072213693583009","0.1336024464831862","-0.77852093852091642","-0.001339917190614992","0.026598477929984835","-0.01069801040710068","77.887"
